,TEXT
216,"senses deliverance is not for me in renunciation. i feel the embrace of freedom in a thousand bonds of delight. thou ever pourest for me the fresh draught of thy wine of various colours and fragrance, filling this earthen vessel to the brim. my world will light its hundred different lamps with thy flame and place them before the altar of thy temple. no, i will never shut the doors of my senses. the delights of sight and hearing and touch will bear thy delight. yes, all my illusions will burn into illumination of joy, and all my desires ripen into fruits of love."
217,"she she who ever had remained in the depth of my being, in the twilight of gleams and of glimpses; she who never opened her veils in the morning light, will be my last gift to thee, my god, folded in my final song. words have wooed yet failed to win her; persuasion has stretched to her its eager arms in vain. i have roamed from country to country keeping her in the core of my heart, and around her have risen and fallen the growth and decay of my life. over my thoughts and actions, my slumbers and dreams, she reigned yet dwelled alone and apart. many a man knocked at my door and asked for her and turned away in despair. there was none in the world who ever saw her face to face, and she remained in her loneliness waiting for thy recognition."
218,"signet of eternity the day was when i did not keep myself in readiness for thee; and entering my heart unbidden even as one of the common crowd, unknown to me, my king, thou didst press the signet of eternity upon many a fleeting moment of my life. and today when by chance i light upon them and see thy signature, i find they have lain scattered in the dust mixed with the memory of joys and sorrows of my trivial days forgotten. thou didst not turn in contempt from my childish play among dust, and the steps that i heard in my playroom are the same that are echoing from star to star."
219,"silent steps have you not heard his silent steps? he comes, comes, ever comes. every moment and every age, every day and every night he comes, comes, ever comes. many a song have i sung in many a mood of mind, but all their notes have always proclaimed, `he comes, comes, ever comes.' in the fragrant days of sunny april through the forest path he comes, comes, ever comes. in the rainy gloom of july nights on the thundering chariot of clouds he comes, comes, ever comes. in sorrow after sorrow it is his steps that press upon my heart, and it is the golden touch of his feet that makes my joy to shine."
220,"sit smiling i boasted among men that i had known you. they see your pictures in all works of mine. they come and ask me, `who is he?' i know not how to answer them. i say, `indeed, i cannot tell.' they blame me and they go away in scorn. and you sit there smiling. i put my tales of you into lasting songs. the secret gushes out from my heart. they come and ask me, `tell me all your meanings.' i know not how to answer them. i say, `ah, who knows what they mean!' they smile and go away in utter scorn. and you sit there smiling"
221,"sleep in the night of weariness let me give myself up to sleep without struggle, resting my trust upon thee. let me not force my flagging spirit into a poor preparation for thy worship. it is thou who drawest the veil of night upon the tired eyes of the day to renew its sight in a fresher gladness of awakening.song unsung by rabindranath tagore the song that i came to sing remains unsung to this day. i have spent my days in stringing and in unstringing my instrument. the time has not come true, the words have not been rightly set; only there is the agony of wishing in my heart. the blossom has not opened; only the wind is sighing by. i have not seen his face, nor have i listened to his voice; only i have heard his gentle footsteps from the road before my house. the livelong day has passed in spreading his seat on the floor; but the lamp has not been lit and i cannot ask him into my house. i live in the hope of meeting with him; but this meeting is not yet."
222,"still heart when i give up the helm i know that the time has come for thee to take it. what there is to do will be instantly done. vain is this struggle. then take away your hands and silently put up with your defeat, my heart, and think it your good fortune to sit perfectly still where you are placed. these my lamps are blown out at every little puff of wind, and trying to light them i forget all else again and again. but i shall be wise this time and wait in the dark, spreading my mat on the floor; and whenever it is thy pleasure, my lord, come silently and take thy seat here."
223,"stream of life the same stream of life that runs through my veins night and day runs through the world and dances in rhythmic measures. it is the same life that shoots in joy through the dust of the earth in numberless blades of grass and breaks into tumultuous waves of leaves and flowers. it is the same life that is rocked in the ocean-cradle of birth and of death, in ebb and in flow. i feel my limbs are made glorious by the touch of this world of life. and my pride is from the life-throb of ages dancing in my blood this moment"
224,"strong mercy my desires are many and my cry is pitiful, but ever didst thou save me by hard refusals; and this strong mercy has been wrought into my life through and through. day by day thou art making me worthy of the simple, great gifts that thou gavest to me unasked---this sky and the light, this body and the life and the mind---saving me from perils of overmuch desire. there are times when i languidly linger and times when i awaken and hurry in search of my goal; but cruelly thou hidest thyself from before me. day by day thou art making me worthy of thy full acceptance by refusing me ever and anon, saving me from perils of weak, uncertain desire."
225,"superior mother, your baby is silly! she is so absurdly childish!she does not know the difference between the lights in the streets and the stars.when we play at eating with pebbles, she thinks they are real food, and tries to put them into her mouth.when i open a book before her and ask her to learn her a, b,c, she tears the leaves with her hands and roars for joy at nothing; this is your baby's way of doing her lesson.when i shake my head at her in anger and scold her and call her naughty, she laughs and thinks it great fun.everybody knows that father is away, but if in play i call aloud ""father,"" she looks about her in excitement and thinks that father is near.when i hold my class with the donkeys that our washer man brings to carry away the clothes and i warn her that i am the schoolmaster, she will scream for no reason and call me dada.your baby wants to catch the moon. she is so funny; she calls ganesh ganush.mother, your baby is silly! she is so absurdly childish!"
226,"sympathy if i were only a little puppy, not your baby, mother dear, would you say ""no"" to me if i tried to eat from your dish?would you drive me off, saying to me, ""get away, you naughty little puppy?""then go, mother, go! i will never come to you when you call me, and never let you feed me any more.if i were only a little green parrot, and not your baby,mother dear, would you keep me chained lest i should fly away?would you shake your finger at me and say, ""what an ungrateful wretch of a bird! it is gnawing at its chain day and night?""the go, mother, go! i will run away into the woods; i will never let you take me in your arms again."
227,"the astronomer i only said, ""when in the evening the round full moon gets entangled among the beaches of that dadam tree, couldn't somebody catch it?""but dada laughed at me and said, ""baby, you are the silliest child i have ever known. the moon is ever so far from us, how could anybody catch it?""i said, ""dada, how foolish you are! when mother looks out of her window and smiles down at us playing, would you call her far away?""still dada said, ""you are a stupid child! but, baby where could you find a net big enough to catch the moon with?""i said, ""surely you could catch it with your hands.""but dada laughed and said, ""you are the silliest child i have known. if it came nearer, you would see how big the moon is.""i said, ""dada, what nonsense they teach at your school! when mother bends her face down to kiss us, does her face look very big?""but still dada says, ""you are a stupid child."""
228,"the banyan tree o you shaggy-headed banyan tree standing on the bank of the pond,have you forgotten the little chile, like the birds that have nested in your branches and left you?do you not remember how he sat at the window and wondered at the tangle of your roots and plunged underground?the women would come to fill their jars in the pond, and your huge black shadow would wriggle on the water like sleep struggling to wake up.sunlight danced on the ripples like restless tiny shuttles weaving golden tapestry.two ducks swam by the weedy margin above their shadows, and the child would sit still and think.he longed to be the wind and blow through your resting branches, to be your shadow and lengthen with the day on the water,to be a bird and perch on your topmost twig, and to float like those ducks among the weeds and shadows."
229,"the beginning ""where have i come from, where did you pick me up?"" the baby asked its mother.she answered, half crying, half laughing, and clasping the baby to her breast-""you were hidden in my heart as its desire, my darling.you were in the dolls of my childhood's games; and when with clay i made the image of my god every morning, i made the unmade you then.you were enshrined with our household deity, in his worship i worshipped you.in all my hopes and my loves, in my life, in the life of my mother you have lived.in the lap of the deathless spirit who rules our home you have been nursed for ages.when in girlhood my heart was opening its petals, you hovered as a fragrance about it.your tender softness bloomed in my youthful limbs, like a glow in the sky before the sunrise.heaven's first darling, twain-born with the morning light, you have floated down the stream of the world's life, and at last you have stranded on my heart.as i gaze on your face, mystery overwhelms me; you who belong to all have become mine.for fear of losing you i hold you tight to my breast. what magic has snared the world's treasure in these slender arms of mine?"""
230,"the boat i must launch out my boat. the languid hours pass by on the shore---alas for me! the spring has done its flowering and taken leave. and now with the burden of faded futile flowers i wait and linger. the waves have become clamorous, and upon the bank in the shady lane the yellow leaves flutter and fall. what emptiness do you gaze upon! do you not feel a thrill passing through the air with the notes of the far-away song floating from the other shore?"
231,"the chanpa flower supposing i became a chanpa flower, just for fun, and grew on a branch high up that tree, and shook in the wind with laughter and danced upon the newly budded leaves, would you know me, mother?you would call, ""baby, where are you?"" and i should laugh to myself and keep quite quiet.i should slyly open my petals and watch you at your work.when after your bath, with wet hair spread on your shoulders,you walked through the shadow of the champ tree to the little court where you say your prayers, you would notice the scent of the flower, but not know that it cane from me.when after the midday meal you sat at the window reading ramayana, and the tree's shadow fell over your hair and your lap,i should fling my wee little shadow on to the page of your book,just where you were reading.but would you guess that it was the tiny shadow of your little child?when in the evening you went to the cow shed with the lighted lamp in your hand i should suddenly drop on to the earth again and be your own baby once more, and beg you to tell me a story.""where have you been, you naughty child?""""i won't tell you, mother."" that's what you and i would say then."
232,"the child-angel they clamour and fight, they doubt and despair, they know no end to their wrangling.let your life come amongst them like a flame of light, my child, unflickering and pure, and delight them into silence.they are cruel in their greed and their envy, their words are like hidden knives thirsting for blood.go and stand amidst their scowling hearts, my child, and let your gentle eyes fall upon them like the forgiving peace of the evening over the strife of the day.let them see your face, my child, and thus know the meaning of all things; let them love you and thus love each other.come and take your seat in the bosom of the limitless, my child. at sunrise open and raise your heart like a blossoming flower, and at sunset bend your head and in silence complete the worship of the day."
233,"the end it is time for me to go, mother; i am going.when in the paling darkness of the lonely dawn you stretch out your arms for your baby in the bed, i shall say, ""baby is not here!""-mother, i am going.i shall become a delicate draught of air and caress you and i shall be ripples in the water when you bathe, and kiss you and kiss you again.in the gusty night when the rain patters on the leaves you will hear my whisper in your bed, and my laughter will flash with the lightning through the open window into your room.if you lie awake, thinking of your baby till late into the night, i shall sing to you from the stars, ""sleep, mother, sleep.""one the straying moonbeams i shall steal over your bed, and lie upon your bosom while you sleep.i shall become a dream, and through the little opening of your eyelids i shall slip into the depths of your sleep; and when you wake up and look round startled, like a twinkling firefly i shall flit out into the darkness.when, on the great festival of puja, the neighbours' children come and play about the house, i shall melt into the music of the flute and throb in your heart all day.dear auntie will come with puja-presents and will ask,""where is our baby, sister?"" mother, you will tell her softly, ""he is in the pupils of my eyes, he is in my body and in my soul."
234,"the first jasmines ah, these jasmines, these white jasmines!i seem to remember the first day when i filled my hands with these jasmines, these white jasmines.i have loved the sunlight, the sky and the green earth;i have heard the liquid murmur of the river thorough the darkness of midnight;autumn sunsets have come to me at the bend of a road in the lonely waste, like a bride raising her veil to accept her lover.yet my memory is still sweet with the first white jasmines that i held in my hands when i was a child.many a glad day has come in my life, and i have laughed with merrymakers on festival nights.on grey mornings of rain i have crooned many an idle song.i have worn round my neck the evening wreath of bakulas woven by the hand of love.yet my heart is sweet with the memory of the first fresh jasmines that filled my hands when i was a child."
235,"the flower-school when storm-clouds rumble in the sky and june showers come down.the moist east wind comes marching over the heath to blow its bagpipes among the bamboos.then crowds of flowers come out of a sudden, from nobody knows where, and dance upon the grass in wild glee.mother, i really think the flowers go to school underground.they do their lessons with doors shut, and if they want to come out to play before it is time, their master makes them stand in a corner.when the rain come they have their holidays.branches clash together in the forest, and the leaves rustle in the wild wind, the thunder-clouds clap their giant hands and the flower children rush out in dresses of pink and yellow and white.do you know, mother, their home is in the sky, where the stars are.haven't you see how eager they are to get there? don't you know why they are in such a hurry?of course, i can guess to whom they raise their arms; they have their mother as i have my own."
236," the further bank i long to go over there to the further bank of the river.where those boats are tied to the bamboo poles in a line;where men cross over in their boats in the morning with ploughs on their shoulders to till their far-away fields;where the cowherds make their lowing cattle swim across to the riverside pasture;whence they all come back home in the evening, leaving the jackals to howl in the island overgrown with weeds.mother, if you don't mind, i should like to become the boatman of the ferry when i am grown up.they say there are strange pools hidden behind that high bank.where flocks of wild ducks come when the rains are over, and thick reeds grow round the margins where water-birds lay their eggs;where snipes with their dancing tails stamp their tiny footprints upon the clean soft mud;where in the evening the tall grasses crested with while flowers invite the moonbeam to float upon their waves.mother, if you don't mind, i should like to become the boatman of the ferryboat when i am grown up.i shall cross and cross back from bank to bank, and all the boys and girls of the village will wonder at me while they are bathing.when the sun climbs the mid sky and morning wears on to noon,i shall come running to you, saying, ""mother, i am hungry.""when the day is done and the shadows cower under the trees,i shall come back in the dust.i shall never go away from you into the town to work like father.mother, if you don't mind, i should like to become the boatman of the ferryboat when i am grown up."
237,"the gardener iv: ah me ah me, why did they build my house by the road to the market town?they moor their laden boats near my trees.they come and go and wander at their will.i sit and watch them; my time wears on.turn them away i cannot. and thus my days pass by.night and day their steps sound by my door.vainly i cry, ""i do not know you.""some of them are known to my fingers, some to my nostrils, the blood in my veins seems to know them, and some are known to my dreams.turn them away i cannot. i call them and say, ""come to my house whoever chooses. yes, come.""in the morning the bell rings in the temple.they come with their baskets in their hands.their feet are rosy red. the early light of dawn is on their faces.turn them away i cannot. i call them and i say, ""come to my garden to gather flowers. come hither.""in the mid-day the gong sounds at the palace gate.i know not why they leave their work and linger near my hedge.the flowers in their hair are pale and faded; the notes are languid in their flutes.turn them away i cannot. i call them and say, ""the shade is cool under my trees. come, friends.""at night the crickets chirp in the woods.who is it that comes slowly to my door and gently knocks?i vaguely see the face, not a word is spoken, the stillness of the sky is all around.turn away my silent guest i cannot. i look at the face through the dark, and hours of dreams pass by."
238,"the gardener ix: when i go alone at night when i go alone at night to my love-tryst, birds do not sing, the wind does not stir, the houses on both sides of the street stand silent.it is my own anklets that grow loud at every step and i am ashamed.when i sit on my balcony and listen for his footsteps, leaves do not rustle on the trees, and the water is still in the river like the sword on the knees of a sentry fallen asleep.it is my own heart that beats wildly--i do not know how to quiet it.when my love comes and sits by my side, when my body trembles and my eyelids droop, the night darkens,the wind blows out the lamp, and the clouds draw veils over the stars.it is the jewel at my own breast that shines and gives light. i do not know how to hide it."
239,the gardener li: then finish the last song then finish the last song and let us leave.forget this night when the night is no more.whom do i try to clasp in my arms? dreams can never be made captive.my eager hands press emptiness to my heart and it bruises my breast.
240,"the gardener lix: o woman o woman, you are not merely the handiwork of god, but also of men;these are ever endowing you with beauty from their hearts.poets are weaving for you a web with threads of golden imagery;painters are giving your form ever new immortality.the sea gives its pearls, the mines their gold, the summer gardens their flowers to deck you, to cover you, to make you more precious.the desire of men's hearts has shed its glory over your youth.you are one half woman and one half dream."
241,"the gardener lv: it was mid-day it was mid-day when you went away .the sun was strong in the sky.i had done my work and sat alone on my balcony when you went away.fitful gusts came winnowing through the smells of may distant fields.the doves cooed tireless in the shade,and a bee strayed in my room hum-ming the news of many distant fields.the village slept in the noonday heat. the road lay deserted.in sudden fits the rustling of the leaves rose and died.i gazed at the sky and wove in the blue the letters of a name i had known,while the village slept in the noonday heat.i had forgotten to braid my hair.the languid breeze played with it upon my cheek.the river ran unruffled under the shady bank.the lazy white clouds did not move.i had forgotten to braid my hair.it was mid-day when you went away.the dust of the road was hot and the fields panting.the doves cooed among the dense leaves.i was alone in my balcony when you went away."
242,"the gardener lxi: peace, my heart peace, my heart, let the time for the parting be sweet.let it not be a death but completeness.let love melt into memory and pain into songs.let the flight through the sky end in the folding of the wings over the nest.let the last touch of your hands be gentle like the flower of the night.stand still, o beautiful end, for a moment, and say your last words in silence.i bow to you and hold up my lamp to light you on your way."
243,"the gardener lxiv: i spent my day i spent my day on the scorching hot dust of the road.now, in the cool of the evening, i knock at the door of the inn. it is deserted and in ruins.a grim ashath tree spreads its hungry clutching roots through the gaping fissures of the walls.days have been when wayfarers came here to wash their weary feet.they spread their mats in the courtyard in the dim light of the early moon, and sat and talked of strange lands.they woke refreshed in the morning when birds made them glad, and friendly flowers nodded their heads at them from the wayside.but no lighted lamp awaited me when i came here.the black smudges of smoke left by many a forgotten evening lamp stare,like blind eyes, from the wall.fireflies flit in the bush near the dried-up pond, and bamboo branches fling their shadows on the grass-grown path.i am the guest of no one at the end of my day.the long night is before me, and i am tired."
244,"the gardener lxix: i hunt for the golden stag i hunt for the golden stag.you may smile, my friends, but i pursue the vision that eludes me.i run across hills and dales, i wander through nameless lands, because i am hunting for the golden stag.you come and buy in the market and go back to your homes laden with goods, but the spell of the homeless winds has touched me i know not when and where.i have no care in my heart; all my belongings i have left far behind me.i run across hills and dales, i wander through nameless lands--because i am hunting for the golden stag."
245,"the gardener lxviii: none lives for ever, brother none lives for ever, brother, and nothing lasts for long. keep that in mind and rejoice.our life is not the one old burden,our path is not the one long journey.one sole poet has not to sing one aged song.the flower fades and dies; but he who wears the flower has not to mourn for it for ever.brother, keep that in mind and rejoice.there must come a full pause to weave perfection into music.life droops toward its sunset to be drowned in the golden shadows.love must be called from its play to drink sorrow and be borne to the heaven of tears.brother, keep that in min and rejoice.we hasten to gather our flowers lest they are plundered by the passing winds.it quickens our blood and brightens our eyes to snatch kisses that would vanish if we delayed.our life is eager, our desires are keen,for time tolls the bell of parting.brother, keep that in mind and rejoice.there is not time for us to clasp a thing and crush it and fling it away to the dust.the hours trip rapidly away, hiding their dreams in their skirts.our life is short; it yields but a few days for love.were it for work and drudgery it would be endlessly long.brother, keep that in mind and rejoice.beauty is sweet to us, because she dances to the same fleeting tune with our lives.knowledge is precious to us, because we shall never have time to complete it.all is done and finished in the eternal heaven.but earth's flowers of illusion are kept eternally fresh by death.brother, keep that in mind and rejoice."
246,"the gardener lxxv: at midnight at midnight the would-be ascetic announced:""this is the time to give up my home and seek for god. ah, who has held me so long in delusion here?""god whispered, ""i,"" but the ears of the man were stopped.with a baby asleep at her breast lay his wife, peacefully sleeping on one side of the bed.the man said, ""who are ye that have fooled me so long?""the voice said again, ""they are god,"" but he heard it not.the baby cried out in its dream,nestling close to its mother.god commanded, ""stop, fool, leave not thy home,"" but still he heard not.god sighed and complained, ""why does my servant wander to seek me,forsaking me?"""
247,"the gardener lxxvi: the fair was on the fair was on before the temple.it had rained from the early morning and the day came to its end.brighter than all the gladness of the crowd was the bright smile of a girl who bought for a farthing a whistle of palm leaf.the shrill joy of that whistle floated above all laughter and noise.an endless throng of people came and jostled together. the road was muddy, the river in flood, the field under water in ceaseless rain.greater than all the troubles of the crowd was a little boy's trouble--he had not a farthing to buy a painted stick.his wistful eyes gazing at the shop made this whole meeting of men so pitiful."
248,"the gardener lxxxi: why do you whisper so faintly why do you whisper so faintly in my ears, o death, my death?when the flowers droop in the evening and cattle come back to their stalls, you stealthily come to my side and speak words that i do not understand.is this how you must woo and win me with the opiate of drowsy murmur and cold kisses, o death, my death?will there be no proud ceremony for our wedding?will you not tie up with a wreath your tawny coiled locks?is there none to carry your banner before you, and will not the night be on fire with your red torch-lights,o death, my death?come with your conch-shells sound-ing, come in the sleepless night.dress me with a crimson mantle,grasp my hand and take me.let your chariot be ready at my door with your horses neighing impatiently.raise my veil and look at my face proudly, o death, my death!"
249,"the gardener lxxxiii: she dwelt on the hillside she dwelt on the hillside by edge of a maize-field, near the spring that flows in laughing rills through the solemn shadows of ancient trees. the women came there to fill their jars,and travellers would sit there to rest and talk. she worked and dreamed daily to the tune of the bubbling stream.one evening the stranger came down from the cloud-hidden peak; his locks were tangled like drowsy snakes. we asked in wonder, ""who are you?""he answered not but sat by the garrulous stream and silently gazed at the hut where she dwelt. our hearts quaked in fear and we came back home when it was night.next morning when the women came to fetch water at the spring by the deodar trees, they found the doors open in her hut, but her voice was gone and where was her smiling face?the empty jar lay on the floor and her lamp had burnt itself out in the corner. no one knew where she had fled to before it was morning--and the stranger had gone.in the month of may the sun grew strong and the snow melted, and we sat by the spring and wept. we wondered in our mind, ""is there a spring in the land where she has gone and where she can fill her vessel in these hot thirsty days?"" and we asked each other in dismay, ""is there a land beyond these hills where we live?""it was a summer night; the breeze blew from the south; and i sat in her deserted room where the lamp stood still unlit. when suddenly from before my eyes the hills vanished like curtains drawn aside. ""ah, it is she who comes. how are you, my child? are you happy? but where can you shelter under this open sky?and, alas! our spring is not here to allay your thirst.""""here is the same sky,"" she said,""only free from the fencing hills,--this is the same stream grown into a river,--the same earth widened into a plain."" ""everything is here,"" i sighed, ""only we are not."" she smiled sadly and said, ""you are in my heart."" i woke up and heard the babbling of the stream and the rustling of the deodars at night."
250,"the gardener lxxxiv: over the green over the green and yellow rice-fields sweep the shadows of the autumn clouds followed by the swift-chasing sun.the bees forget to sip their honey;drunken with light they foolishly hover and hum.the ducks in the islands of the river clamour in joy for mere nothing.let none go back home, brothers,this morning, let none go to work.let us take the blue sky by storm and plunder space as we run.laughter floats in the air like foam on the flood.brothers, let us squander our morning in futile songs."
251,"the gardener x: let your work be, bride let your work be, bride. listen, the guest has come.do you hear, he is gently shaking the chain which fastens the door?see that your anklets make no loud noise, and that your step is not over-hurried at meeting him.let your work be, bride, the guest had come in the evening.no, it is not the ghostly wind, bride,do not be frightened.it is the full moon on a night of april; shadows are pale in the court-yard; the sky overhead is bright.draw your veil over your face if you must, carry the lamp to the door if you fear.no, it is not the ghostly wind, bride, do not be frightened.have no word with him if you are shy; stand aside by the door when you meet him.if he asks you questions, and if you wish to, you can lower you eyes in silence.do not let your bracelets jingle when, lamp in hand, you lead him in.have no words with him if your are shy.have you not finished you work yet,bride? listen, the guest has come.have you not lit the lamp in the cowshed?have you not got ready the offering basket for the evening service?have you not put the red lucky mark at the parting of your hair, and done your toilet for the night?o bride, do you hear, the guest has come?let your work be!"
252,"the gardener xiii: i asked nothing i asked nothing, only stood at the edge of the wood behind the tree.languor was still upon the eyes of the dawn, and the dew in the air.the lazy smell of the damp grass hung in the thin mist above the earth.under the banyan tree you were milking the cow with your hands,tender and fresh as butter.and i was standing still.i did not say a word. it was the bird that sang unseen from the thicket.the mango tree was shedding its flowers upon the village road, and the bees came humming one by one.on the side of the pond the gate of shiva's temple was opened and the worshipper had begun his chants.with the vessel on your lap you were milking the cow.i stood with my empty can.i did not come near you.the sky woke with the sound of the gong at the temple.the dust was raised in the road from the hoofs of the driven cattle.with the gurgling pitchers at their hips, women came from the river.your bracelets were jingling, and foam brimming over the jar.the morning wore on and i did not come near you."
253,"the gardener xiv: i was walking by the road i was walking by the road, i do not know why, when the noonday was past and bamboo branches rustled in the wind.the prone shadows with their out-stretched arms clung to the feet of the hurrying light.the koels were weary of their songs.i was walking by the road, i do not know why.the hut by the side of the water is shaded by an overhanging tree.some on was busy with her work,and her bangles made music in the corner.i stood before this hut, i know not why.the narrow winding road crosses many a mustard field, and many a mango forest.it passes by the temple of the village and the market at the river landing-place.i stopped by this hut, i do not know why.years ago it was a day of breezy march when the murmur of the spring was languorous, and mango blossoms were dropping on the dust.the rippling water leapt and licked the brass vessel that stood on the landing-step.i think of that day of breezy march,i do not know why.shadows are deepening and cattle returning to their folds.the light is grey upon the lonely meadows, and the villagers are waiting for the ferry at the bank.i slowly return upon my steps, i do not know why."
254,"the gardener xix: you walked you walked by the riverside path with the full pitcher upon your hip.why did you swiftly turn your face and peep at me through your fluttering veil?that gleaming look from the dark came upon me like a breeze that sends a shiver through the rippling water and sweeps away to the shadowy shore.it came to me like the bird of the evening that hurriedly flies across the lampless room from the one open window to the other, and disappears in the night.you are hidden as a star behind the hills, and i am a passer-by upon the road.but why did you stop for a moment and glance at my face through your veil while you walked by the river-side path with the full pitcher upon your hip?"
255,"the gardener xl: an unbelieving smile an unbelieving smile flits on your eyes when i come to you to take my leave.i have done it so often that you think i will soon return.to tell you the truth i have the same doubt in my mind.for the spring days come again time after time; the full moon takes leave and comes on another visit,the flowers come again and blush upon their branches year after year,and it is likely that i take my leave only to come to you again.but keep the illusion awhile; do not send it away with ungentle haste.when i say i leave you for all time, accept it as true, and let a mist of tears for one moment deepen the dark rim of your eyes.then smile as archly as you like when i come again."
256,"the gardener xlii: o mad, superbly drunk o mad, superbly drunk;if you kick open your doors and play the fool in public;if you empty your bag in a night, and snap your fingers at prudence;if you walk in curious paths and play with useless things;reck not rhyme or reason;if unfurling your sails before the storm you snap the rudder in two,then i will follow you, comrade,and be drunken and go to the dogs.i have wasted my days and nights in the company of steady wise neighbours.much knowing has turned my hair grey, and much watching has made my sight dim.for years i have gathered and heaped up scraps and fragments of things:crush them and dance upon them,and scatter them all to the winds.for i know 'tis the height of wisdom to be drunken and go the dogs.let all crooked scruples vanish,let me hopelessly lose my way.let a gust of wild giddiness come and sweep me away from my anchors.the world is peopled with worthies,and workers, useful and clever.there are men who are easily first,and men who come decently after.let them be happy and prosper, and let me be foolishly futile.for i know 'tis the end of all works to be drunken and go to the dogs.i swear to surrender this moment all claims to the ranks of the decent.i let go my pride of learning and judgment of right and of wrong.i'll shatter memory's vessel, scattering the last drop of tears.with the foam of the berry-red wine i will bathe and brighten my laughter.the badge of the civil and staid i'll tear into shreds for the nonce.i'll take the holy vow to be worthless,to be drunken and go to the dogs."
257,"the gardener xliii: no, my friends no, my friends, i shall never be an ascetic, whatever you may say.i shall never be and ascetic if she does not take the vow with me.it is my firm resolve that if i cannot find a shady shelter and a companion for my penance, i shall never turn ascetic.no, my friends, i shall never leave my hearth and home, and retire into the forest solitude, if rings no merry laughter in its echoing shade and if the end of no saffron mantle flutters in the wind; if its silence is not deepened by soft whispers.i shall never be an ascetic."
258,"the gardener xliv: reverend sir, forgive reverend sir, forgive this pair of sinners. spring winds to-day are blowing in wild eddies, driving dust and dead leaves away, and with them your lessons are all lost.do not say, father, that life is a vanity.for we have made truce with death for once, and only for a few fragrant hours we two have been made immortal.even if the king's army came and fiercely fell upon us we should sadly shake our heads and say, brothers,you are disturbing us. if you must have this noisy game, go and clatter your arms elsewhere. since only for a few fleeting moments we have been made immortal.if friendly people came and flocked around us, we should humbly bow to them and say, this extravagant good fortune is an embarrassment to us.room is scarce in the infinite sky where we dwell. for in the spring-time flowers come in crowds, and the busy wings of bees jostle each other.our little heaven, where dwell only we two immortals, is too absurdly narrow."
259,the gardener xlv: to the guests to the guests that must go bid god's speed and brush away all traces of their steps.take to your bosom with a smile what is easy and simple and near.to-day is the festival of phantoms that know not when they die.let your laughter be but a meaning-less mirth like twinkles of light on the ripples.let your life lightly dance on the edges of time like dew on the tip of a leaf.strike in chords from your harp fitful momentary rhythms.
260,"the gardener xlvi: you left me you left me and went on your way.i thought i should mourn for you and set your solitary image in my heart wrought in a golden song.but ah, my evil fortune, time is short.youth wanes year after year; the spring days are fugitive; the frail flowers die for nothing, and the wise man warns me that life is but a dewdrop on the lotus leaf.should i neglect all this to gaze after one who has turned her back on me?that would be rude and foolish,for time is short.then, come, my rainy nights with pattering feet; smile, my golden autumn; come, careless april, scatter-ing your kisses abroad.you come, and you, and you also!my loves, you know we are mortals.is it wise to break one's heart for the one who takes her heart away? for time is short.it is sweet to sit in a corner to muse and write in rhymes that you are all my world.it is heroic to hug one's sorrow and determine not to be consoled.but a fresh face peeps across my door and raise its eyes to my eyes.i cannot but wipe away my tears and change the tune of my song.for time is short."
261,"the gardener xlviii: free me free me from the bonds of your sweetness, my love! nor more of this wine of kisses.this mist of heavy incense stifles my heart.open the doors, make room for the morning light.i am lost in you, wrapped in the folds of your caresses.free me from your spells, and give me back the manhood to offer you my freed heart."
262,"the gardener xvi: hands cling to eyes hands cling to hands and eyes linger on eyes: thus begins the record of our hearts.it is the moonlit night of march;the sweet smell of henna is in the air;my flute lies on the earth neglected and your garland of flowers is unfinished.this love between you and me is simple as a song.your veil of the saffron colour makes my eyes drunk.the jasmine wreath that you wove me thrills to my heart like praise.it is a game of giving and with-holding, revealing and screening again;some smiles and some little shyness,and some sweet useless struggles.this love between you and me is simple as a song.no mystery beyond the present;no striving for the impossible; no shadow behind the charm; no groping in the depth of the dark.this love between you and me is simple as a song.we do not stray out of all words into the ever silent; we do not raise our hands to the void for things beyond hope.it is enough what we give and we get.we have not crushed the joy to the utmost to wring from it the wine of pain.this love between you and me is simple as a song."
263,"the gardener xviii: when two sisters when the two sisters go to fetch water, they come to this spot and they smile.they must be aware of somebody who stands behind the trees when-ever they go to fetch water.the two sisters whisper to each other when they pass this spot.they must have guessed the secret of that somebody who stands behind the trees whenever they go to fetch water.their pitchers lurch suddenly, and water spills when they reach this spot.they must have found out that somebody's heart is beating who stands behind the trees whenever they go to fetch water.the two sisters glance at each other when they come to this spot, and they smile.there is a laughter in their swift-stepping feet, which makes confusion in somebody's mind who stands behind the trees whenever they go to fetch water."
264,"the gardener xx: day after day he comes day after day he comes and goes away.go, and give him a flower from my hair, my friend.if he asks who was it that sent it, i entreat you do not tell him my name--for he only comes and goes away.he sits on the dust under the tree.spread there a seat with flowers and leaves, my friend.his eyes are sad, and they bring sadness to my heart.he does not speak what he has in mind; he only comes and goes away."
265,"the gardener xxi: why did he choose why did he choose to come to my door, the wandering youth, when the day dawned?as i come in and out i pass by him every time, and my eyes are caught by his face.i know not if i should speak to him or keep silent. why did he choose to come to my door?the cloudy nights in july are dark;the sky is soft blue in the autumn; the spring days are restless with the south wind.he weaves his songs with fresh tunes every time.i turn from my work and my eyes fill with the mist. why did he choose to come to my door?"
