,TEXT
2493,snake preach to me about living in detachment.
2494,“the perfection of life is when you do not
2495,know the difference between yielding and
2496,resisting.” the scrawny being writhed further
2497,and told me of rebirth and reincarnation. being
2498,a writer i really wanted to take notes. instead
2499,"i began arguing. “shut up”, the snake said to me,"
2500,“karma and the whole stuff that follows it is just
2501,"bunkum. you, a crazed agnostic, disagree because"
2502,of borrowed ideas.” sharp movements of the red
2503,"tongue terrified me. almost sensing my fear, it"
2504,"said, “you could never challenge what you do"
2505,"not comprehend.” the snake spoke in circles, in"
2506,patterns that could only resemble a snake
2507,swallowing its tail. whatever. and then it
2508,"occurred to me: speech was the oldest trap,"
2509,"the charming deceiver, persuasion’s weapon"
2510,"and satan’s first area of expertise. “stop it”,"
2511,this time i said the words. “tell me just your
2512,story. save the cant and rant for critical times.”
2513,my acidic tone gained me a menacing status
2514,"and i continued, “you are a mean serpent."
2515,instigator. trouble-maker. sly liar. undulating
2516,temptation-provider. unworthy reminder
2517,of the seduction of strength over matter.” it
2518,"protested in a booming resonant voice, “no, i"
2519,"am not any of this. i am just an exile, from"
2520,"paradise. because of your catholic upbringing,"
2521,you don’t even know about the paradise lost
2522,in hinduism.” who bothered for history or
2523,"heritage, except shriveling snakes and failed"
2524,"writers? at least, we both had something in"
2525,"common. “look here comrade, my credentials"
2526,"are different. in heaven, i was an activist. an"
2527,"avid dissenter. before the accession to heaven,"
2528,"long long ago, i was a mighty monarch on earth,"
2529,feared and respected. i was nahusa the great.
2530,"my subjects were happy, the kingdom prosperous."
2531,"and i ruled for twelve thousand years, until the day"
2532,when i decided that i could take leave of life. in
2533,"heaven too, i was venerated. but one question had"
2534,"plagued me all the years of my long life, and it still"
2535,tormented me in heaven. i wanted to know why
2536,"caste was there, why people suffered because of"
2537,"their karmas. i questioned the gods, and the learned"
2538,sages there. i asked them what would happen if an
2539,high-born did manual work just like the low-born.
2540,"i worried about the division of labor, this disparity"
2541,in dreams and destinies. you could say i was a rebel
2542,pleading for liberty-equality-fraternity. i had a riotous
2543,"history of revolution. the gods plotted against me,"
2544,decided that i was trouble. i was cursed to turn into
2545,a vile snake. i was banished from paradise. for sixty
2546,"million years, i shall roam the earth, and then i may"
2547,return.” this was a different case of the paradise lost.
2548,"in this tale, there was no forbidden fruit, no second"
2549,fickle-minded woman. tradition triumphed over reason
2550,"and the good were cast away. i let the serpent go,"
2551,"happy that he had given my hungry mind a story, or"
2552,"perhaps, a poem to be written on unfair days. i began"
2553,to respect snakes — the challengers of hierarchy.
2554,while i gave him the freedom of safe passage
2555,i vowed never to kill serpents. much later
2556,i realized brutally that this was just another
2557,occupational hazard for choosing a life
2558,where i was to be showing solidarity
2559,with activists and dissenters.
2560,ours is a silence
2561,that waits. endlessly waits.
2562,"and then, unable to bear it"
2563,"any further, it breaks into wails."
2564,but not all suppressed reactions
2565,end in our bemoaning the tragedy.
2566,the outward signals
2567,of inward struggles takes colossal forms
2568,and the revolution happens because our dreams explode.
2569,most of the time:
2570,aggression is the best kind of trouble-shooting.
2571,advaita: the ultimate question
2572,non                                      dualism
2573,atman                                  self
2574,brahman                               god
2575,are                                       equal
2576,and                                      same.
2577,so                                         i
2578,untouchable                        outcast
2579,am                                       god.
2580,will                                       you
2581,ever                                      agree?
2582,no                                        matter
2583,what                                     you
2584,preach                                  answer
2585,me.                                       through
2586,your                                     saints.
2587,one                                      more
2588,final                                     question
2589,can                                      my
2590,untouchable                        atman
2591,and                                      your
2592,brahmin                               atman
2593,ever                                     be
2594,                     one
2595,                      ?
2596,have you ever tried meditation?
2597,"struggling hard to concentrate,"
2598,and keeping your mind as blank
2599,as a whitewashed wall by closing
2600,"your eyes, nose, ears; and shutting out"
2601,every possible thought. every thing.
2602,"and, the only failure, that ever came,"
2603,the only gross betrayal—
2604,was from your own skin.
2605,                    you will have known this.
2606,"do you still remember,"
2607,"how, the first distractions arose?"
2608,and you blamed skin as a sinner;
2609,"how, when your kundalini was rising,"
2610,"shaken, you felt the cold concrete floor"
2611,"skin rubbing against skin, your saffron robes,"
2612,"how, even in a far-off different realm—"
2613,your skin anchored you to this earth.
2614,"amidst all that pervading emptiness,"
2615,touch retained its sensuality.
2616,                    you will have known this.
2617,"or if you thought more variedly, about"
2618,"taste, you would discount it—as the touch"
2619,"of the tongue. or, you may recollect"
2620,"how a gentle touch, a caress changed"
2621,"your life multifold, and you were never"
2622,the person you should have been.
2623,"feeling with your skin, was"
2624,"perhaps the first of the senses, its"
2625,reality always remained with you—
2626,you never got rid of it.
2627,                    you will have known this.
2628,you will have known almost
2629,every knowledgeable thing about
2630,the charms and the temptations
2631,that touch could hold.
2632,"but, you will never have known"
2633,that touch – the taboo
2634,"to your transcendence,"
2635,when crystallized in caste
2636,was a paraphernalia of
2637,love and war
2638,two thousand years ago
2639,our word for love
2640,was the same.
2641,women and men
2642,wrote their songs of love
2643,the intimacies of inside
2644,and they spoke of how
2645,love was tireless
2646,love was a fantasy feast
2647,love was no disease
2648,love was no evil goddess
2649,"love was a harshness, in the parting"
2650,             ‘the thing that made a girl’s bangles
2651,             slip loose when her lord went away
2652,             grow tight when her lord returned’
2653,love was (they sang)
2654,             ‘bigger than the earth
2655,             higher than the sky
2656,             unfathomable than the waters.’
2657,no names were named.
2658,you did not know
2659,             who he was
2660,             or who she was
2661,             or when it was
2662,             or where it was
2663,and there were
2664,"the poems of war,"
2665,the war poetry
2666,poems on the outside
2667,because the bards
2668,wore lotuses of gold)
2669,where the names were named
2670,where the kings were praised
2671,where a bard addressed another
2672,where the guide sang to the patron
2673,where the poet sang to the courtesan
2674,where mothers spoke of tigers in their wombs
2675,where the kingdom was
2676,             ‘an unfailing harvest of
2677,             victorious wars’
2678,where the old women
2679,             ‘threatened to slash their breasts
2680,             if their sons died in battle with backs
2681,             turned in fright’
2682,where the end spoke of
2683,             ‘the blood glowing
2684,             in the red center of the battlefield
2685,             like the sky before nightfall’
2686,and because it has an end
2687,war was a history.
2688,love never has an end.
2689,love was. and will be.
2690,if everything comes crashing down
2691,and both of us become strangers onto each other
2692,do not worry about me.
2693,we will look beyond eyes and run into each other
2694,"as usual, for the rest of life."
2695,i do not know what you would
2696,treasure of me in your mind.
2697,but in billboards planted
2698,"across my fervent heart,"
2699,i will celebrate you as the man
2700,who made me woman.
2701,and there are the small things that i would always remember:
2702,your affinity to catch colds; my rising fevers on seeing you
2703,"your headaches, your backaches; my avowed helplessness"
2704,your falling asleep while waiting for my reply
2705,your asking me to remain with you for all of time. . .
2706,all your delicious lies. . .
2707,"over the phone,"
2708,"               the sound of your drinking water,"
2709,               the soundlessness of your yawn. . .
2710,               the camouflage of who you were talking to
2711,               the new meanings you gave to worn-out words
2712,"yes, all of this."
2713,"and that once,"
2714,you called me a goddess.
2715,i speak alone because
2716,i do not know his answers.
2717,"                    and yet, you want to be heard."
2718,i want to tell him that i have
2719,closed and sealed my skin.
2720,"                    baby, i told you, love can hurt."
2721,i have exiled my heart.
2722,"                    this is a lonely, lonely world,"
2723,                    even with a lover.
2724,since i know the difference
2725,between believing and being in love
2726,                    oh! you know nothing.
2727,i have stopped
2728,my frantic search
2729,for the buddhas
2730,"                    only they came to you,"
2731,"                    in ones, twos, tens."
2732,when i thought of
2733,"yasodhara, his wife"
2734,left behind alone and
2735,large with child . . .
2736,"                    what about the good things, eh?"
2737,                    recollect them. remember that
2738,                    memory is a mere vending machine . . 
2739,he replaces poetry
2740,two months into love and today i turn into a whore
2741,"hunting for words, tearing them out from soiled sheets"
2742,of mind or pinching them from the world like removing
2743,jade-green flecks from tiger’s eyes. . . and poetry refuses
2744,entry into my mirrored life that is bequeathed to him.
2745,i try the mad-woman’s antics: i have pulled my hair and
2746,bruised my thin wrists and bit the insides of my cheeks till
2747,they have bled a warm red sourness and i have starved
2748,in arrogance to call the words home to me and thrown up
2749,"to clear me of him but he, strong dark man, refuses to budge,"
2750,give way or take leave. my dark nights of savage tears have
2751,gone in search of needy shores deserting me (with the devil
2752,of a lover who sleeps half-a-dozen streams apart) and so
2753,have the words that once made me the sad lone woman
2754,"i was, and pretended to be. i am happy now he says and"
2755,"i nod, like a tanjore doll in breeze, and reply in cloying tones"
2756,this is happiness. i know i do not indulge in lies or delusion but
2757,this is happiness and happiness is a hollow world for fools to
2758,"inhabit, where all the dreams eventually die by coming to life."
2759,love has smothered me to a gay inertia and i long for a little
2760,hurt and pain that will let me scream and i wait for offending
2761,words to row me into worlds where i shall cry wildly for whole
2762,"nights like the lament of lonely, old and greying seas. . . then"
2763,sadness shall come back with its dancing fairy lights and nail me
2764,"to wailing crosses. . . poetry, in the end, shall replace all of him."
2765,non-conversations with a lover
2766,don’t talk to me
2767,of sudden love. . .
2768,in our land
2769,even the monsoons come—
2770,"leisurely, strolling like"
2771,decorated temple elephants
2772,"(the pomp, the paraphernalia)—"
2773,"after months of monotonous prayer,"
2774,preparations and palpitating waits.
2775,(those still shoulders)
2776,but his eyes dance
2777,his eyes dance
2778,"(so wild, so wild)"
2779,so i think of raging
2780,like uncontrollable tuskers
2781,trampling in mast
2782,"(the madness, the lust)—"
2783,across the forests of our land. . .
2784,and i got your words
2785,i will have them painted
2786,try to choose
2787,or take them all.
2788,glitter on innocent
2789,raspberry lips that plead
2790,"for touch, for closer"
2791,composition in coffee
2792,cream blending with bitter
2793,chocolate worn on business
2794,"ravenous red, for fiery"
2795,"animals in us, tamed,"
2796,by love in dying
2797,"colourless words, invisible"
2798,reserved for needy
2799,"love, remember the rain"
2800,and our fading words
2801,on lonely nights
2802,straying to a steady
2803,chatter or studied
2804,which still linger on lips.
2805,remember that some words
2806,which once beheld promise
2807,now hold our bodies
2808,anaconda. candy. cash. catamaran.
2809,cheroot. coolie. corundum. curry.
2810,ginger. mango. mulligatawny.
2811,patchouli. poppadom. rice.
2812,tatty. teak. vetiver.
2813,i dream of an english
2814,full of the words of my language.
2815,an english in small letters
2816,an english that shall tire a white man’s tongue
2817,an english where small children practice with smooth round
2818, pebbles in their mouth to the spell the right zha
2819,an english where a pregnant woman is simply stomach-child-lady
2820,an english where the magic of black eyes and brown bodies 
2821,   replaces the glamour of eyes in dishwater blue shades 
2822,   and the airbrush romance of pink white cherry blossom skins
2823,an english where love means only the strange frenzy
2824,"   between a man and his beloved, not between him and his car"
2825,an english without the privacy of its many rooms
2826,an english with suffixes for respect
2827,an english with more than thirty six words to call the sea
2828,an english that doesn’t belittle brown or black men and women
2829,an english of tasting with five fingers
2830,an english of talking love with eyes alone
2831,and i dream of an english
2832,"of that spiky, crunchy tongue"
2833,buy flower-garlands of jasmine
2834,to take home to their coy wives
2835,for the silent demand of a night of wordless whispered love . . .
2836,you don’t know if you are yielding or resisting
2837,it is the last day of the year
2838,and you think about writing
2839,a farewell poem for the year
2840,"that was, for the year you"
2841,began writing poetry
2842,you think of the tragedies
2843,"you know, you even plan"
2844,to write about naming your only
2845,"daughter (whenever she is born,"
2846,anyway) after a suicide-bomber
2847,you try to think of fear and hate
2848,and some devious defence for all
2849,those sins you had painstakingly
2850,planned to do just so that your
2851,poetry has more life and colour
2852,and verve and in the end it might
2853,appear that you have experience
2854,you strive like mad to avoid writing
2855,"poems about your unseen lover,"
2856,you concede deep within that you
2857,do not know his name or age or what
2858,"he murders for a living, yet he weaves"
2859,his way into every poem of yours
2860,you want to write that single poem
2861,"which is free of him, which does not"
2862,carry the stains of his masculine scent
2863,and which doesn’t make you think of
2864,his hairless chest and the deftness of his
2865,fingers on you and god yes god his eyes
2866,"you want to write a poem just for yourself,"
2867,a poem where you do not cringe
2868,or stand shame-faced at his
2869,worship of himself and how
2870,silently and steadfastly he
2871,has made you worship him
2872,you have always known that
2873,your knowledge of him was
2874,very limited—that expecting
2875,the stranger to caress you when
2876,you cry is an insane idea—
2877,after all when your lover comes
2878,he has no memory about the
2879,days and months and years he has
2880,spent inside your heart and he does
2881,not wish to hear for how long you
2882,have harboured him right between
2883,you notice the clock tick away
2884,and again you give up writing
2885,that poem for it always eludes you
2886,you succumb to all your cravings
2887,and write all you can about him
2888,forgetting the shame and the
2889,embarrassment it would cause
2890,somehow it seems better than
2891,not writing anything at all.
2892,storming in tea-cups
2893,"posted on june 1, 2008 | leave a comment"
2894,“a cup of tea is not a cup of tea. . .
2895,"when you make it at twilight,"
2896,just for him.”
2897,call it a love potion.
2898,wishes boiled to a blend.
2899,three cinnamon pods
2900,the dried darjeeling leaves
2901,milk and pearl-white cream
2902,simmering to a syrup to be filtered.
2903,as you sweat in its vapours
2904,and imagine how the tea tastes
2905,against his lips his teeth his tongue
2906,and the pale pink insides of his throat
2907,as you stir in the sugar
2908,and test a spoonful to see
2909,if it stings and soothes and
2910,stimulates the way you intended
2911,as you pour it into his cup
2912,with eyes mirroring supernovas and
2913,study the desirable brown of the tea
2914,an entire shade
2915,that fits exactly
2916,between the desert sand of your skin
2917,and the date palm of his.
2918,almost the color
2919,of your possible child.
2920,when you called me
2921,to light up your life
2922,i could never refuse.
2923,"but, there are things i ask of you."
2924,"love, i can’t be a candle"
2925,for i know it is an ancient lie.
2926,"the candle is for the solemn,"
2927,and for those who yearn a slow
2928,and settled tenderness. not for us.
2929,it is for those who can bear to leave
2930,"a mass of their waste, the dregs of their glory."
2931,"o, it is for the selfish who seek to burn through a medium."
2932,"love, i will promise you a substitute."
2933,i could be that piece of holy camphor
2934,so safely locked away from prying hands.
2935,"and dearest, when i burn for you, that single time"
2936,"nothing shall remain of me, or of you, except that flash"
2937,"of memory. our blending shall be so sublime, so intense, so total."
2938,"come, consume me,"
2939,"devastate me love, if you ever will,"
2940,but with a force that i will forever remember.
2941,my bed smells of textbooks
2942,"and it is more than a month or so,"
2943,since i dreamt of sunlight and the sky’s
2944,embrace. even a woman’s lush vanities —
2945,scarlet silk and shining gold — have been lost
2946,"on me. i am snared in a world of aqua, fuchsia,"
2947,and lime set dangerously against black and white.
2948,"words tightly wrapped,"
2949,and imprisoned in a cluster of
2950,"highlighter colours, share my slavery."
2951,"rattling loud, the colorized intrusions"
2952,"have pickled the past, leaving me to savour"
2953,"saturation. oh hell, even my treasured dreams"
2954,"have been bleached away in shades of three, or five."
2955,"save me, from this"
2956,of fluorescence; where lines
2957,"rehash the pages brutally, moving"
2958,with sounds of spectacled scrutiny.
2959,"for, all that i can bear to comprehend"
2960,is the loss of dare: my sheltered cowardice.
2961,"and, the sole comfort i crave, through stifled"
2962,tears is stolen love beneath stained glass windows.
2963,"dearest, lavish your love"
2964,"in slender earthtone shades,"
2965,in the colours of skin singing —
2966,"to shield our renewed dreams,"
2967,"and to believe, once more, in absolutes."
2968,excerpts from a study guide
2969,teach him not to seek
2970,where he has been taught to find. . .
2971,lead him into the land
2972,of silences—ignore his words of praise
2973,where all the perfidy hides. . .
2974,because the climax of a dream
2975,"is its return to reality, let him cling"
2976,"to your laughter, to your eyes that shine of light. . ."
2977,make him study the gilt of gold
2978,against the wan brown of your skin but let him choose. . .
2979,exhibit your flawless arms
2980,dearest child of 1984—no vaccination mark
2981,nothing to remind him of his maari or small pox. . .
2982,lead him to count the moles
2983,on your skin but force him to begin
2984,with the beauty spot above your lips. . .
2985,talk to him of that summer of chickenpox
2986,"that left you almost unscathed, but show him"
2987,the unbeautiful gash where metal seared eight-year skin. . .
2988,tell him the history of your raphunzel hair
2989,that tickled your shins. and of a cruel world that sapped
2990,"you, so your hair cannot reach down to cover your shame. . ."
2991,press his ears against your skin
2992,and hear him announce—the dance
2993,"is in the bones, the dance is in the blood. . ."
2994,he shall chart and plot
2995,"and map, but shrewd girl"
2996,bring him up to worship you. . .
2997,allow him to memorize all of you
2998,"so that, some day, he shall ravish you"
2999,screaming fiery love-words in your mother-tongue. . .
3000,he would have
3001,"learnt your lesson, by then. . ."
3002,lines addressed to a warrior
3003,          creep into the hollows
3004,          of my landscape—my eyes click lock:
3005,          no more the drawing of the gates.
3006,                        set up your home your office
3007,                        the writing desk and the trading post.
3008,          ignore the sand-brown
3009,          of my skin—a willing blind
3010,          i’ll never know black from white.
3011,                        take me and talk of your finer finish
3012,"                        stunned i yield, so script your stories here."
3013,          adjust the pace and pulse
3014,          of marching armies—and house
3015,"          your machine guns, its manuals."
3016,                        populate me with anthems
3017,                        the songs of wrath and those of war.
3018,          draft words that echo
3019,"          of gunfire, to accompany"
3020,          my lone dance of submission.
3021,"                        though prose mad and power crazy, you"
3022,"                        conquer me, never with malice or manhood."
3023,          fill up all my blank skin
3024,"          to resound with the strike of scimitars,"
3025,          the sadness of success.
3026,"                        have all your battles lost, or won,"
3027,                        chronicled across my line of down.
3028,my lover speaks of rape
3029,flaming green of a morning that awaits rain
3030,"    and my lover speaks of rape through silences,"
3031,    swallowed words and the shadowed tones
3032,"    of voice. quivering, i fill in his blanks."
3033,green turns to unsightly teal of hospital beds
3034,"    and he is softer than feathers, but i fly away"
3035,    to shield myself from the retch of the burns
3036,"    ward, the shrill sounds of dying declarations,"
3037,the floral pink-white sad skins of dowry deaths.
3038,"open eyes, open hands, his open all-clear soul . . ."
3039,colorless noon filters in through bluish glass
3040,    and coffee keeps him company. she chatters
3041,"    away telling her own, every woman’s story;"
3042,"    he listens, like for the first time. tragedy in"
3043,"bridal red remains a fresh, flushing bruise across"
3044,"    brown-yellow skinscapes, vibrant but made"
3045,"    muted through years of silent, waiting skin."
3046,    i am absent. they talk of everyday assault that
3047,"turns blue, violet and black in high-color symphony."
3048,"open eyes, open hands, his open all-clear soul . . ."
3049,blues blend to an unforgiving metropolitan black
3050,    and loneliness seems safer than a gentle night
3051,    in his arms. i return from the self-defence lessons:
3052,"mistrust is the black-belted, loose white mechanism"
3053,    of survival against this groping world and i am
3054,"    a convert too. yet, in the way of all life, he could try"
3055,"and take root, as i resist, and yield later, like the earth."
3056,"open eyes, open hands, his open all-clear soul . . ."
3057,has he learnt to live my life? has he learnt never to harm?
3058,paracetamol legends i know
3059,"for rising fevers, as pain-relievers—"
3060,of my people—father’s father’s mother’s
3061,"mother, dark lush hair caressing her ankles"
3062,"sometimes, sweeping earth, deep-honey skin,"
3063,amber eyes—not beauty alone they say—she
3064,married a man who murdered thirteen men and one
3065,lonely summer afternoon her rice-white teeth tore
3066,"through layers of khaki, and golden white skin to spill"
3067,the bloodied guts of a british soldier who tried to colonize her. . .
3068,"of my land—uniform blue open skies,"
3069,mad-artist palettes of green lands and lily-filled lakes that
3070,"mirror all—not peace or tranquil alone, he shudders—some"
3071,"young woman near my father’s home, with a drunken husband"
3072,who never changed; she bore his beatings everyday until on one
3073,"stormy night, in fury, she killed him by stomping his seedbags. . ."
3074,we: their daughters.
3075,we: the daughters of their soil.
3076,"we, mostly, write."
3077,come silently like the moon
3078,by nazrul islam
3079,english version by gulshan ara
3080,original language bengali
3081,"o, my love"
3082,come silently in the middle of the night
3083,as gliding moonlight
3084,with your tender touch
3085,bring sweet dreams to my eyes
3086,"o, my love, never again"
3087,"i will need to open the door,"
3088,come quietly through the door of my heart
3089,be there forever in my sweet memory
3090,come as the fragrance of un-blossomed flowers
3091,swaying in the evening breeze
3092,sing out my name over and over again
3093,like love-stricken evening bird in the wilderness
3094,come as tear drops in my eyes
3095,whisper in my ears like soothing tune of flute
3096,come as my lost love
3097,o my ever lost love
3098,be there as eternal pain in my heart.
3099,he who has seen my mother
3100,by nazrul islam
3101,english version by rachel fell mcdermott
3102,original language bengali
3103,he who has seen my mother
3104,can he hate his brother?
3105,she loves everyone in the three worlds;
3106,her heart cries for all.
3107,"with her there's no difference of caste,"
3108,no distinction between high and low;
3109,all are the same.
3110,if she sees a candala
3111,like rama with guhak
3112,she clasps him to her breast.
3113,"ma is our great illusion, highest nature, and"
3114,father our highest self;
3115,     that's why one feels love for all
3116,     we feel love for all.
3117,if you worship the mother
3118,hating her children
3119,she won't accept your puja;
3120,the ten-armed one will not.
3121,the day we forget the knowledge of difference
3122,          on that day only
3123,          will ma come home to us.
3124,let's meet hereafter!
3125,by nazrul islam
3126,english version by mohammad omar farooq
3127,original language bengali
3128,we will meet again in the life hereafter;
3129,"here, please, forget me with a simple laughter."
3130,"anything that remained unsaid,"
3131,i won't say; let you also keep silence;
3132,"if i offer my love, turn me away;"
3133,"if i persist, hurt me, in pretense."
3134,"dream is broken abruptly here,"
3135,the evening's bud sheds in the dawn;
3136,the heart dries up before love is savored;
3137,the ambrosia here has the taste of poison.
3138,"in separation here, heart longs in agony;"
3139,"when together, quickly we go apart;"
3140,"where the fountain of love is never dry,"
3141,"in that everlasting garden, remember to seek my heart."
3142,"mother, i may have been a naughty child"
3143,by nazrul islam
3144,original language bengali
3145,"mother, i may have been a naughty child,"
3146,but i am your child nevertheless!
3147,"you own the world, mother, you are the queen of the world,"
3148,"and look at me, i go about in the habit of a beggar."
3149,"you are bent on neglecting me,"
3150,"but i love you anyway, it is you,?only you that i call upon."
3151,"just as a child runs to his mother even after she has scolded him,"
3152,so do i run to you.
3153,"how could you push me away from you, mother,"
3154,"you are my mother, are you not?"
3155,"oh, why did you cast me away, mother,"
3156,leave me to play in the dust?
3157,"i would have been a better child,"
3158,had only you been a little more kind to me.
3159,"i am sad and angry, mother,"
3160,i shall go away anywhere my eyes and my feet take me to.
3161,"i do not care now whether i live or die now, mother,"
3162,i am going away.
3163,by nazrul islam
3164,english version by john thorpe
3165,original language bengali
3166,"in garden plot, o nightingale, do not"
3167,rock upon this flower stem today;
3168,"for these buds swinging in deep sleep,"
3169,unbroken dozing slumber lay.
3170,oh how north winds blow now!
3171,"empty branches bow, day and night!"
3172,"absent is the southern breeze,"
3173,"singing melodies, honey bees are in dismay!"
3174,when will that virgin flower
3175,"sunder sleeps power, opening wide in blossom?"
3176,"by morning cheeks in red, breaking slumber's stay. "
3177,"springtime wakes the bud wide,"
3178,"breaking each side, bringing a flowering flood."
3179,"flowering bud's, parting lips pursed"
3180,"into laughter burst, dimpled cheeks display."
3181,"oh poet! you forgot the scent, so"
3182,"sinking down low, fail to find that shore."
3183,"the flower in past, that had filled your breast,"
3184,"now, o'erflowed it lies, 'neath a flood of watering eyes."
3185,song of dawn
3186,by nazrul islam
3187,english version by sajed kamal
3188,original language bengali
3189,"open the door,"
3190,"     wake up, khukumoni!"
3191,the jasmine flowers
3192,from their vines
3193,"are calling you to come running,"
3194,"     wake up, khukumoni!"
3195,is crawling out
3196,"     all dressed in a crimson shirt,"
3197,listen -- the gatekeeper
3198,"     his song, ""rama hoi."""
3199,are leaving their nests
3200,"     to fly in the sky,"
3201,listen to them
3202,     filling the morning air!
3203,"     whistle from flower to flower,"
3204,     khukumoni will open her eyes!
3205,"setting the rudder,"
3206,"hoisting the sail,"
3207,"     the boat begins its journey,"
3208,     khukumoni has opened her eyes! 
3209,"     she's an early-riser,"
3210,     gives a teep everyday for her! 
3211,"     all the little boys and girls,"
3212,listen to them
3213,     about who woke up first!
3214,"     wake up, khukumoni!"
3215,with a hymn
3216,     asking for a blessing from god!
3217,syama wakes on the cremation grounds
3218,by nazrul islam
3219,english version by rachel fell mcdermott
3220,original language bengali
3221,syama wakes on the cremation grounds
3222,to take her child
3223,at the final hour
3224,to her lap.
3225,the peaceful mother sits on the pyre
3226,in fire hidden by her sari of love.
3227,     to hold him on her lap
3228,"     she left the kailasa of her joy, and"
3229,     with blessings and fearlessness in her hands
3230,     made the cremation grounds her home.
3231,why fear this place
3232,when you'll sleep peacefully at the mother's feet?
3233,"     who dies ignited by the flames of this world,"
3234,     to him the mother calls:
3235,"     ""come to my lap, come to my lap."""
3236,"     to lull you to sleep, oh wearied by life,"
3237,          ma takes you to her lap
3238,          disguised as death.
3239,"talk to me, javas, talk to me"
3240,by nazrul islam
3241,english version by rachel fell mcdermott
3242,original language bengali
3243,"talk to me, javas, talk to me --"
3244,what austerities did you do to get syama ma's feet?
3245,"torn from your stems on illusion's plants,"
3246,"falling scattered to the ground at her feet,"
3247,     you got liberation
3248,          bursting open
3249,     beside yourselves with joy.
3250,if only i could learn from your example
3251,my life might bear fruit.
3252,"thousands of sweet-smelling flowers bloom in the woods,"
3253,and they're all such beauties! so how come
3254,          you got ma's feet?
3255,          you're just ignoran't javas!
3256,"crimson like you at the mother's feet,"
3257,when will they be flowers
3258,"          offered to her, blessed by her?"
3259,when will they turn red
3260,          at the touch of her feet?
3261,"when will they, just like you, blush scarlet --"
3262,                    these dull petals of my mind?
3263,a moments indulgence
3264,i ask for a moment's indulgence to sit by thy side. the works 
3265,that i have in hand i will finish afterwards. 
3266,"away from the sight of thy face my heart knows no rest nor respite, "
3267,and my work becomes an endless toil in a shoreless sea of toil. 
3268,today the summer has come at my window with its sighs and murmurs; and
3269,the bees are plying their minstrelsy at the court of the flowering grove. 
3270,"now it is time to sit quite, face to face with thee, and to sing "
3271,dedication of life in this silent and overflowing leisure.
3272,"you say that father write a lot of books, but what he write i don't"
3273,"he was reading to you all the evening, but could you really"
3274,make out what he meant?
3275,"what nice stores, mother, you can tell us! why can't father"
3276,"write like that, i wonder?"
3277,did he never hear from his own mother stories of giants and
3278,fairies and princesses?
3279,has he forgotten them all?
3280,often when he gets late for his bath you have to and call him
3281,an hundred times.
3282,"you wait and keep his dishes warm for him, but he goes on"
3283,writing and forgets.
3284,father always plays at making books.
3285,"if ever i go to play in father's room, you come and call me,"
3286,"""what a naughty child!"""
3287,"if i make the slightest noise you say, ""don't you see that"
3288,"father's at his work?"""
3289,what's the fun of always writing and writing?
3290,when i take up father's pen or pencil and write upon his book
3291,"just as he does,-a,b,c,d,e,f,g,h,i,-why do you get cross with me"
3292,you never say a word when father writes.
3293,"when my father wastes such heaps of paper, mother, you don't"
3294,seem to mind at all.
3295,"but if i take only one sheet to take a boat with, you say,"
3296,"""child, how troublesome you are!"""
3297,what do you think of father's spoiling sheets and sheets of
3298,paper with black marks all over both sides?
3299,baby's way 
3300,"if baby only wanted to, he could fly up to heaven this moment."
3301,it is not for nothing that he does not leave us.
3302,"he loves to rest his head on mother's bosom, and cannot ever"
3303,bear to lose sight of her.
3304,"baby know all manner of wise words, though few on earth can"
3305,understand their meaning.
3306,it is not for nothing that he never wants to speak.
3307,the one thing he wants is to learn mother's words from
3308,mother's lips. that is why he looks so innocent.
3309,"baby had a heap of gold and pearls, yet he came like a beggar"
3310,on to this earth.
3311,it is not for nothing he came in such a disguise.
3312,this dear little naked mendicant pretends to be utterly
3313,"helpless, so that he may beg for mother's wealth of love."
3314,baby was so free from every tie in the land of the tiny
3315,it was not for nothing he gave up his freedom.
3316,he knows that there is room for endless joy in mother's little
3317,"corner of a heart, and it is sweeter far than liberty to be caught"
3318,and pressed in her dear arms.
3319,baby never knew how to cry. he dwelt in the land of perfect
3320,it is not for nothing he has chosen to shed tears.
3321,though with the smile of his dear face he draws mother's
3322,"yearning heart to him, yet his little cries over tiny troubles"
3323,weave the double bond of pity and love.
3324,beggarly heart 
3325,"when the heart is hard and parched up, "
3326,come upon me with a shower of mercy. 
3327,"when grace is lost from life, "
3328,come with a burst of song. 
3329,when tumultuous work raises its din on all sides shutting me out from 
3330,"beyond, come to me, my lord of silence, with thy peace and rest. "
3331,"when my beggarly heart sits crouched, shut up in a corner, "
3332,"break open the door, my king, and come with the ceremony of a king. "
3333,"when desire blinds the mind with delusion and dust, o thou holy one, "
3334,"thou wakeful, come with thy light and thy thunder"
3335,"bless this little heart, this white soul that has won the kiss of"
3336,heaven for our earth.
3337,"he loves the light of the sun, he loves the sight of his"
3338,"he has not learned to despise the dust, and to hanker after"
3339,clasp him to your heart and bless him.
3340,he has come into this land of an hundred cross-roads.
3341,"i know not how he chose you from the crowd, came to your door,"
3342,and grasped you hand to ask his way.
3343,"he will follow you, laughing the talking, and not a doubt in"
3344,"keep his trust, lead him straight and bless him."
3345,"lay your hand on his head, and pray that though the waves"
3346,"underneath grow threatening, yet the breath from above may come and"
3347,fill his sails and waft him to the heaven of peace.
3348,"forget him not in your hurry, let him come to your heart and"
